ID,Area_Name,Year,Sub_Group_Name,Auto_Theft_Stolen
638,Uttarakhand,2009,2. Motor Car/Taxi/Jeep,106
639,West Bengal,2009,2. Motor Car/Taxi/Jeep,401
640,Andhra Pradesh,2010,2. Motor Car/Taxi/Jeep,602
641,Arunachal Pradesh,2010,2. Motor Car/Taxi/Jeep,5
642,Assam,2010,2. Motor Car/Taxi/Jeep,103
643,Bihar,2010,2. Motor Car/Taxi/Jeep,360
644,Chandigarh,2010,2. Motor Car/Taxi/Jeep,355
645,Chhattisgarh,2010,2. Motor Car/Taxi/Jeep,152
646,Dadra & Nagar Haveli,2010,2. Motor Car/Taxi/Jeep,6
647,Daman & Diu,2010,2. Motor Car/Taxi/Jeep,2
648,Delhi,2010,2. Motor Car/Taxi/Jeep,5281
649,Goa,2010,2. Motor Car/Taxi/Jeep,20
650,Gujarat,2010,2. Motor Car/Taxi/Jeep,843
651,Haryana,2010,2. Motor Car/Taxi/Jeep,1918
652,Himachal Pradesh,2010,2. Motor Car/Taxi/Jeep,161
653,Jammu & Kashmir,2010,2. Motor Car/Taxi/Jeep,334
654,Jharkhand,2010,2. Motor Car/Taxi/Jeep,368
655,Karnataka,2010,2. Motor Car/Taxi/Jeep,1087
656,Kerala,2010,2. Motor Car/Taxi/Jeep,180
657,Madhya Pradesh,2010,2. Motor Car/Taxi/Jeep,780
658,Maharashtra,2010,2. Motor Car/Taxi/Jeep,2612
659,Manipur,2010,2. Motor Car/Taxi/Jeep,47
660,Meghalaya,2010,2. Motor Car/Taxi/Jeep,43
661,Mizoram,2010,2. Motor Car/Taxi/Jeep,18
662,Nagaland,2010,2. Motor Car/Taxi/Jeep,81
663,Odisha,2010,2. Motor Car/Taxi/Jeep,181
664,Puducherry,2010,2. Motor Car/Taxi/Jeep,12
665,Punjab,2010,2. Motor Car/Taxi/Jeep,943
666,Rajasthan,2010,2. Motor Car/Taxi/Jeep,1491
667,Sikkim,2010,2. Motor Car/Taxi/Jeep,2
668,Tamil Nadu,2010,2. Motor Car/Taxi/Jeep,265
669,Tripura,2010,2. Motor Car/Taxi/Jeep,2
670,Uttar Pradesh,2010,2. Motor Car/Taxi/Jeep,3046
671,Uttarakhand,2010,2. Motor Car/Taxi/Jeep,96
672,West Bengal,2010,2. Motor Car/Taxi/Jeep,401
673,Andhra Pradesh,2001,3. Buses,5
674,Arunachal Pradesh,2001,3. Buses,0
675,Assam,2001,3. Buses,0
676,Bihar,2001,3. Buses,0
677,Chandigarh,2001,3. Buses,0
678,Chhattisgarh,2001,3. Buses,0
679,Delhi,2001,3. Buses,37
680,Gujarat,2001,3. Buses,3
681,Haryana,2001,3. Buses,12
682,Himachal Pradesh,2001,3. Buses,1
683,Jammu & Kashmir,2001,3. Buses,4
684,Jharkhand,2001,3. Buses,2
685,Karnataka,2001,3. Buses,5
686,Kerala,2001,3. Buses,42
687,Madhya Pradesh,2001,3. Buses,4
688,Maharashtra,2001,3. Buses,11
689,Meghalaya,2001,3. Buses,1
690,Mizoram,2001,3. Buses,0
691,Nagaland,2001,3. Buses,0
692,Odisha,2001,3. Buses,0
693,Punjab,2001,3. Buses,23
694,Rajasthan,2001,3. Buses,41
695,Tamil Nadu,2001,3. Buses,8
696,Uttar Pradesh,2001,3. Buses,17
697,Uttarakhand,2001,3. Buses,1
698,West Bengal,2001,3. Buses,1
699,Andhra Pradesh,2002,3. Buses,5
700,Assam,2002,3. Buses,0
701,Bihar,2002,3. Buses,0
702,Chhattisgarh,2002,3. Buses,0
703,Daman & Diu,2002,3. Buses,0
704,Delhi,2002,3. Buses,27
705,Goa,2002,3. Buses,1
706,Gujarat,2002,3. Buses,36
707,Haryana,2002,3. Buses,16
708,Himachal Pradesh,2002,3. Buses,0
709,Jammu & Kashmir,2002,3. Buses,5
710,Karnataka,2002,3. Buses,1
711,Kerala,2002,3. Buses,19
712,Madhya Pradesh,2002,3. Buses,15
713,Maharashtra,2002,3. Buses,13
714,Meghalaya,2002,3. Buses,0
715,Nagaland,2002,3. Buses,0
716,Odisha,2002,3. Buses,0
717,Punjab,2002,3. Buses,5
718,Rajasthan,2002,3. Buses,29
719,Tamil Nadu,2002,3. Buses,2
720,Uttar Pradesh,2002,3. Buses,25
721,West Bengal,2002,3. Buses,8
722,Andhra Pradesh,2003,3. Buses,6
723,Arunachal Pradesh,2003,3. Buses,0
724,Assam,2003,3. Buses,0
725,Bihar,2003,3. Buses,0
726,Chandigarh,2003,3. Buses,0
727,Chhattisgarh,2003,3. Buses,0
728,Daman & Diu,2003,3. Buses,0
729,Delhi,2003,3. Buses,18
730,Gujarat,2003,3. Buses,36
731,Haryana,2003,3. Buses,32
732,Himachal Pradesh,2003,3. Buses,0
733,Jammu & Kashmir,2003,3. Buses,0
734,Jharkhand,2003,3. Buses,0
735,Karnataka,2003,3. Buses,4
736,Kerala,2003,3. Buses,4
737,Maharashtra,2003,3. Buses,15
738,Meghalaya,2003,3. Buses,0
739,Nagaland,2003,3. Buses,0
740,Odisha,2003,3. Buses,0
741,Punjab,2003,3. Buses,17
742,Rajasthan,2003,3. Buses,38
743,Tamil Nadu,2003,3. Buses,2
744,Uttar Pradesh,2003,3. Buses,34
745,West Bengal,2003,3. Buses,1
746,Andhra Pradesh,2004,3. Buses,15
747,Arunachal Pradesh,2004,3. Buses,0
748,Assam,2004,3. Buses,21
749,Bihar,2004,3. Buses,0
750,Chandigarh,2004,3. Buses,2
751,Chhattisgarh,2004,3. Buses,0
752,Delhi,2004,3. Buses,10
753,Gujarat,2004,3. Buses,46
754,Haryana,2004,3. Buses,2
755,Himachal Pradesh,2004,3. Buses,1
756,Karnataka,2004,3. Buses,12
757,Kerala,2004,3. Buses,4
758,Madhya Pradesh,2004,3. Buses,7
759,Maharashtra,2004,3. Buses,21
760,Manipur,2004,3. Buses,0
761,Meghalaya,2004,3. Buses,0
762,Mizoram,2004,3. Buses,0
763,Nagaland,2004,3. Buses,0
764,Odisha,2004,3. Buses,35
765,Puducherry,2004,3. Buses,1
766,Punjab,2004,3. Buses,1
767,Rajasthan,2004,3. Buses,12
768,Sikkim,2004,3. Buses,0
769,Tamil Nadu,2004,3. Buses,2
770,Uttar Pradesh,2004,3. Buses,24
771,Uttarakhand,2004,3. Buses,1
772,West Bengal,2004,3. Buses,0
773,Andhra Pradesh,2005,3. Buses,0
774,Arunachal Pradesh,2005,3. Buses,0
775,Assam,2005,3. Buses,1
776,Bihar,2005,3. Buses,0
777,Chandigarh,2005,3. Buses,0
778,Chhattisgarh,2005,3. Buses,0
779,Delhi,2005,3. Buses,7
780,Gujarat,2005,3. Buses,55
781,Haryana,2005,3. Buses,13
782,Himachal Pradesh,2005,3. Buses,1
783,Jammu & Kashmir,2005,3. Buses,0
784,Jharkhand,2005,3. Buses,2
785,Karnataka,2005,3. Buses,4
786,Kerala,2005,3. Buses,24
787,Madhya Pradesh,2005,3. Buses,0
788,Maharashtra,2005,3. Buses,13
789,Manipur,2005,3. Buses,0
790,Meghalaya,2005,3. Buses,0
791,Mizoram,2005,3. Buses,0
792,Nagaland,2005,3. Buses,0
793,Odisha,2005,3. Buses,0
794,Punjab,2005,3. Buses,4
795,Rajasthan,2005,3. Buses,25
796,Tamil Nadu,2005,3. Buses,1
797,Uttar Pradesh,2005,3. Buses,72
798,West Bengal,2005,3. Buses,0
799,Andhra Pradesh,2006,3. Buses,24
800,Arunachal Pradesh,2006,3. Buses,0
801,Assam,2006,3. Buses,4
802,Bihar,2006,3. Buses,2
803,Chandigarh,2006,3. Buses,0
804,Chhattisgarh,2006,3. Buses,28
805,Delhi,2006,3. Buses,5
806,Gujarat,2006,3. Buses,8
807,Haryana,2006,3. Buses,14
808,Himachal Pradesh,2006,3. Buses,3
809,Jammu & Kashmir,2006,3. Buses,0
810,Jharkhand,2006,3. Buses,1
811,Karnataka,2006,3. Buses,15
812,Kerala,2006,3. Buses,15
813,Madhya Pradesh,2006,3. Buses,0
814,Maharashtra,2006,3. Buses,46
815,Manipur,2006,3. Buses,0
816,Meghalaya,2006,3. Buses,0
817,Mizoram,2006,3. Buses,1
818,Nagaland,2006,3. Buses,0
819,Odisha,2006,3. Buses,0
820,Punjab,2006,3. Buses,2
821,Rajasthan,2006,3. Buses,24
822,Uttar Pradesh,2006,3. Buses,68
823,West Bengal,2006,3. Buses,1
824,Andhra Pradesh,2007,3. Buses,2
825,Arunachal Pradesh,2007,3. Buses,0
826,Assam,2007,3. Buses,8
827,Bihar,2007,3. Buses,0
828,Chandigarh,2007,3. Buses,0
829,Chhattisgarh,2007,3. Buses,0
830,Delhi,2007,3. Buses,10
831,Gujarat,2007,3. Buses,22
832,Haryana,2007,3. Buses,7
833,Himachal Pradesh,2007,3. Buses,17
834,Jammu & Kashmir,2007,3. Buses,5
835,Karnataka,2007,3. Buses,25
836,Kerala,2007,3. Buses,10
837,Madhya Pradesh,2007,3. Buses,24
838,Maharashtra,2007,3. Buses,28
839,Manipur,2007,3. Buses,0
840,Meghalaya,2007,3. Buses,0
841,Mizoram,2007,3. Buses,0
842,Nagaland,2007,3. Buses,0
843,Odisha,2007,3. Buses,0
844,Punjab,2007,3. Buses,5
845,Rajasthan,2007,3. Buses,13
846,Tamil Nadu,2007,3. Buses,3
847,Uttar Pradesh,2007,3. Buses,51
848,West Bengal,2007,3. Buses,2
849,Andaman & Nicobar Islands,2008,3. Buses,1
850,Andhra Pradesh,2008,3. Buses,3
851,Arunachal Pradesh,2008,3. Buses,0
852,Assam,2008,3. Buses,4
853,Bihar,2008,3. Buses,2
854,Chandigarh,2008,3. Buses,1
855,Chhattisgarh,2008,3. Buses,0
856,Delhi,2008,3. Buses,8
857,Goa,2008,3. Buses,1
858,Gujarat,2008,3. Buses,21
859,Haryana,2008,3. Buses,8
860,Himachal Pradesh,2008,3. Buses,0
861,Jammu & Kashmir,2008,3. Buses,0
862,Jharkhand,2008,3. Buses,1
863,Karnataka,2008,3. Buses,4
864,Kerala,2008,3. Buses,5
865,Maharashtra,2008,3. Buses,22
866,Manipur,2008,3. Buses,0
867,Meghalaya,2008,3. Buses,0
868,Mizoram,2008,3. Buses,0
869,Nagaland,2008,3. Buses,0
870,Odisha,2008,3. Buses,0
871,Punjab,2008,3. Buses,2
872,Rajasthan,2008,3. Buses,97
873,Tamil Nadu,2008,3. Buses,0
874,Uttar Pradesh,2008,3. Buses,17
875,West Bengal,2008,3. Buses,0
876,Andhra Pradesh,2009,3. Buses,1
877,Arunachal Pradesh,2009,3. Buses,0
878,Assam,2009,3. Buses,3
879,Bihar,2009,3. Buses,1
880,Chandigarh,2009,3. Buses,1
881,Chhattisgarh,2009,3. Buses,0
882,Delhi,2009,3. Buses,13
883,Goa,2009,3. Buses,1
884,Gujarat,2009,3. Buses,11
885,Haryana,2009,3. Buses,6
886,Himachal Pradesh,2009,3. Buses,0
887,Jammu & Kashmir,2009,3. Buses,0
888,Jharkhand,2009,3. Buses,1
889,Karnataka,2009,3. Buses,5
890,Kerala,2009,3. Buses,3
891,Madhya Pradesh,2009,3. Buses,0
892,Maharashtra,2009,3. Buses,10
893,Manipur,2009,3. Buses,0
894,Meghalaya,2009,3. Buses,0
895,Odisha,2009,3. Buses,0
896,Punjab,2009,3. Buses,1
897,Rajasthan,2009,3. Buses,5
898,Tamil Nadu,2009,3. Buses,4
899,Tripura,2009,3. Buses,1
900,Uttar Pradesh,2009,3. Buses,20
901,West Bengal,2009,3. Buses,1
902,Andhra Pradesh,2010,3. Buses,65
903,Arunachal Pradesh,2010,3. Buses,0
904,Assam,2010,3. Buses,2
905,Chandigarh,2010,3. Buses,0
906,Chhattisgarh,2010,3. Buses,0
907,Delhi,2010,3. Buses,6
908,Gujarat,2010,3. Buses,1
909,Haryana,2010,3. Buses,9
910,Himachal Pradesh,2010,3. Buses,0
911,Jammu & Kashmir,2010,3. Buses,5
912,Jharkhand,2010,3. Buses,0
913,Karnataka,2010,3. Buses,1
914,Kerala,2010,3. Buses,0
915,Maharashtra,2010,3. Buses,11
916,Manipur,2010,3. Buses,0
917,Meghalaya,2010,3. Buses,0
918,Mizoram,2010,3. Buses,0
919,Nagaland,2010,3. Buses,0
920,Odisha,2010,3. Buses,0
921,Punjab,2010,3. Buses,8
922,Rajasthan,2010,3. Buses,26
923,Tamil Nadu,2010,3. Buses,1
924,Uttar Pradesh,2010,3. Buses,10
925,Uttarakhand,2010,3. Buses,1
926,West Bengal,2010,3. Buses,1
927,Andhra Pradesh,2001,4. Goods carrying vehicles (Trucks/Tempo etc),1
928,Arunachal Pradesh,2001,4. Goods carrying vehicles (Trucks/Tempo etc),0
929,Assam,2001,4. Goods carrying vehicles (Trucks/Tempo etc),0
930,Bihar,2001,4. Goods carrying vehicles (Trucks/Tempo etc),7
931,Chandigarh,2001,4. Goods carrying vehicles (Trucks/Tempo etc),7
932,Chhattisgarh,2001,4. Goods carrying vehicles (Trucks/Tempo etc),8
933,Delhi,2001,4. Goods carrying vehicles (Trucks/Tempo etc),122
934,Goa,2001,4. Goods carrying vehicles (Trucks/Tempo etc),3
935,Gujarat,2001,4. Goods carrying vehicles (Trucks/Tempo etc),53
936,Haryana,2001,4. Goods carrying vehicles (Trucks/Tempo etc),71
937,Himachal Pradesh,2001,4. Goods carrying vehicles (Trucks/Tempo etc),10
938,Jammu & Kashmir,2001,4. Goods carrying vehicles (Trucks/Tempo etc),0
939,Jharkhand,2001,4. Goods carrying vehicles (Trucks/Tempo etc),8
940,Karnataka,2001,4. Goods carrying vehicles (Trucks/Tempo etc),65
941,Kerala,2001,4. Goods carrying vehicles (Trucks/Tempo etc),58
942,Madhya Pradesh,2001,4. Goods carrying vehicles (Trucks/Tempo etc),19
943,Maharashtra,2001,4. Goods carrying vehicles (Trucks/Tempo etc),263
944,Meghalaya,2001,4. Goods carrying vehicles (Trucks/Tempo etc),8
945,Mizoram,2001,4. Goods carrying vehicles (Trucks/Tempo etc),1
946,Nagaland,2001,4. Goods carrying vehicles (Trucks/Tempo etc),0
947,Odisha,2001,4. Goods carrying vehicles (Trucks/Tempo etc),6
948,Punjab,2001,4. Goods carrying vehicles (Trucks/Tempo etc),83
949,Rajasthan,2001,4. Goods carrying vehicles (Trucks/Tempo etc),71
950,Tamil Nadu,2001,4. Goods carrying vehicles (Trucks/Tempo etc),22
951,Uttar Pradesh,2001,4. Goods carrying vehicles (Trucks/Tempo etc),29
952,Uttarakhand,2001,4. Goods carrying vehicles (Trucks/Tempo etc),5
953,West Bengal,2001,4. Goods carrying vehicles (Trucks/Tempo etc),2
954,Andhra Pradesh,2002,4. Goods carrying vehicles (Trucks/Tempo etc),7
955,Assam,2002,4. Goods carrying vehicles (Trucks/Tempo etc),0
956,Bihar,2002,4. Goods carrying vehicles (Trucks/Tempo etc),9
957,Chandigarh,2002,4. Goods carrying vehicles (Trucks/Tempo etc),3
958,Chhattisgarh,2002,4. Goods carrying vehicles (Trucks/Tempo etc),3
959,Daman & Diu,2002,4. Goods carrying vehicles (Trucks/Tempo etc),0
960,Delhi,2002,4. Goods carrying vehicles (Trucks/Tempo etc),227
961,Goa,2002,4. Goods carrying vehicles (Trucks/Tempo etc),4
962,Gujarat,2002,4. Goods carrying vehicles (Trucks/Tempo etc),45
963,Haryana,2002,4. Goods carrying vehicles (Trucks/Tempo etc),106
964,Himachal Pradesh,2002,4. Goods carrying vehicles (Trucks/Tempo etc),20
965,Jammu & Kashmir,2002,4. Goods carrying vehicles (Trucks/Tempo etc),26
966,Karnataka,2002,4. Goods carrying vehicles (Trucks/Tempo etc),40
967,Kerala,2002,4. Goods carrying vehicles (Trucks/Tempo etc),18
968,Madhya Pradesh,2002,4. Goods carrying vehicles (Trucks/Tempo etc),0
969,Maharashtra,2002,4. Goods carrying vehicles (Trucks/Tempo etc),184
970,Meghalaya,2002,4. Goods carrying vehicles (Trucks/Tempo etc),2
971,Nagaland,2002,4. Goods carrying vehicles (Trucks/Tempo etc),3
972,Odisha,2002,4. Goods carrying vehicles (Trucks/Tempo etc),0
973,Punjab,2002,4. Goods carrying vehicles (Trucks/Tempo etc),80
974,Rajasthan,2002,4. Goods carrying vehicles (Trucks/Tempo etc),55
975,Tamil Nadu,2002,4. Goods carrying vehicles (Trucks/Tempo etc),20
976,Uttar Pradesh,2002,4. Goods carrying vehicles (Trucks/Tempo etc),44
977,West Bengal,2002,4. Goods carrying vehicles (Trucks/Tempo etc),37
978,Andhra Pradesh,2003,4. Goods carrying vehicles (Trucks/Tempo etc),17
979,Arunachal Pradesh,2003,4. Goods carrying vehicles (Trucks/Tempo etc),0
980,Assam,2003,4. Goods carrying vehicles (Trucks/Tempo etc),0
981,Bihar,2003,4. Goods carrying vehicles (Trucks/Tempo etc),7
982,Chandigarh,2003,4. Goods carrying vehicles (Trucks/Tempo etc),6
983,Chhattisgarh,2003,4. Goods carrying vehicles (Trucks/Tempo etc),2
984,Daman & Diu,2003,4. Goods carrying vehicles (Trucks/Tempo etc),0
985,Delhi,2003,4. Goods carrying vehicles (Trucks/Tempo etc),113
986,Goa,2003,4. Goods carrying vehicles (Trucks/Tempo etc),2
987,Gujarat,2003,4. Goods carrying vehicles (Trucks/Tempo etc),49
988,Haryana,2003,4. Goods carrying vehicles (Trucks/Tempo etc),139
989,Himachal Pradesh,2003,4. Goods carrying vehicles (Trucks/Tempo etc),43
990,Jammu & Kashmir,2003,4. Goods carrying vehicles (Trucks/Tempo etc),0
991,Jharkhand,2003,4. Goods carrying vehicles (Trucks/Tempo etc),0
992,Karnataka,2003,4. Goods carrying vehicles (Trucks/Tempo etc),47
993,Kerala,2003,4. Goods carrying vehicles (Trucks/Tempo etc),20
994,Madhya Pradesh,2003,4. Goods carrying vehicles (Trucks/Tempo etc),12
995,Maharashtra,2003,4. Goods carrying vehicles (Trucks/Tempo etc),220
996,Meghalaya,2003,4. Goods carrying vehicles (Trucks/Tempo etc),1
997,Nagaland,2003,4. Goods carrying vehicles (Trucks/Tempo etc),1
998,Odisha,2003,4. Goods carrying vehicles (Trucks/Tempo etc),4
999,Puducherry,2003,4. Goods carrying vehicles (Trucks/Tempo etc),2
1000,Punjab,2003,4. Goods carrying vehicles (Trucks/Tempo etc),92
1001,Rajasthan,2003,4. Goods carrying vehicles (Trucks/Tempo etc),46
1002,Tamil Nadu,2003,4. Goods carrying vehicles (Trucks/Tempo etc),36
1003,Uttar Pradesh,2003,4. Goods carrying vehicles (Trucks/Tempo etc),34
1004,Uttarakhand,2003,4. Goods carrying vehicles (Trucks/Tempo etc),2
1005,West Bengal,2003,4. Goods carrying vehicles (Trucks/Tempo etc),17
1006,Andhra Pradesh,2004,4. Goods carrying vehicles (Trucks/Tempo etc),16
1007,Arunachal Pradesh,2004,4. Goods carrying vehicles (Trucks/Tempo etc),0
1008,Assam,2004,4. Goods carrying vehicles (Trucks/Tempo etc),2
1009,Bihar,2004,4. Goods carrying vehicles (Trucks/Tempo etc),16
1010,Chandigarh,2004,4. Goods carrying vehicles (Trucks/Tempo etc),7
1011,Chhattisgarh,2004,4. Goods carrying vehicles (Trucks/Tempo etc),0
1012,Delhi,2004,4. Goods carrying vehicles (Trucks/Tempo etc),264
1013,Goa,2004,4. Goods carrying vehicles (Trucks/Tempo etc),3
1014,Gujarat,2004,4. Goods carrying vehicles (Trucks/Tempo etc),44
1015,Haryana,2004,4. Goods carrying vehicles (Trucks/Tempo etc),288
1016,Himachal Pradesh,2004,4. Goods carrying vehicles (Trucks/Tempo etc),11
1017,Jammu & Kashmir,2004,4. Goods carrying vehicles (Trucks/Tempo etc),1
1018,Karnataka,2004,4. Goods carrying vehicles (Trucks/Tempo etc),52
1019,Kerala,2004,4. Goods carrying vehicles (Trucks/Tempo etc),42
1020,Madhya Pradesh,2004,4. Goods carrying vehicles (Trucks/Tempo etc),69
1021,Maharashtra,2004,4. Goods carrying vehicles (Trucks/Tempo etc),250
1022,Manipur,2004,4. Goods carrying vehicles (Trucks/Tempo etc),1
1023,Meghalaya,2004,4. Goods carrying vehicles (Trucks/Tempo etc),7
1024,Mizoram,2004,4. Goods carrying vehicles (Trucks/Tempo etc),0
1025,Nagaland,2004,4. Goods carrying vehicles (Trucks/Tempo etc),1
1026,Odisha,2004,4. Goods carrying vehicles (Trucks/Tempo etc),0
1027,Puducherry,2004,4. Goods carrying vehicles (Trucks/Tempo etc),2
1028,Punjab,2004,4. Goods carrying vehicles (Trucks/Tempo etc),59
1029,Rajasthan,2004,4. Goods carrying vehicles (Trucks/Tempo etc),60
1030,Tamil Nadu,2004,4. Goods carrying vehicles (Trucks/Tempo etc),29
1031,Tripura,2004,4. Goods carrying vehicles (Trucks/Tempo etc),4
1032,Uttar Pradesh,2004,4. Goods carrying vehicles (Trucks/Tempo etc),60
1033,Uttarakhand,2004,4. Goods carrying vehicles (Trucks/Tempo etc),2
1034,West Bengal,2004,4. Goods carrying vehicles (Trucks/Tempo etc),7
1035,Andhra Pradesh,2005,4. Goods carrying vehicles (Trucks/Tempo etc),60
1036,Arunachal Pradesh,2005,4. Goods carrying vehicles (Trucks/Tempo etc),0
1037,Assam,2005,4. Goods carrying vehicles (Trucks/Tempo etc),134
1038,Bihar,2005,4. Goods carrying vehicles (Trucks/Tempo etc),6
1039,Chandigarh,2005,4. Goods carrying vehicles (Trucks/Tempo etc),4
1040,Chhattisgarh,2005,4. Goods carrying vehicles (Trucks/Tempo etc),0
1041,Dadra & Nagar Haveli,2005,4. Goods carrying vehicles (Trucks/Tempo etc),5
1042,Delhi,2005,4. Goods carrying vehicles (Trucks/Tempo etc),251
1043,Goa,2005,4. Goods carrying vehicles (Trucks/Tempo etc),6
1044,Gujarat,2005,4. Goods carrying vehicles (Trucks/Tempo etc),35
1045,Haryana,2005,4. Goods carrying vehicles (Trucks/Tempo etc),192
1046,Himachal Pradesh,2005,4. Goods carrying vehicles (Trucks/Tempo etc),23
1047,Jammu & Kashmir,2005,4. Goods carrying vehicles (Trucks/Tempo etc),6
1048,Jharkhand,2005,4. Goods carrying vehicles (Trucks/Tempo etc),8
1049,Karnataka,2005,4. Goods carrying vehicles (Trucks/Tempo etc),70
1050,Kerala,2005,4. Goods carrying vehicles (Trucks/Tempo etc),73
1051,Madhya Pradesh,2005,4. Goods carrying vehicles (Trucks/Tempo etc),0
1052,Maharashtra,2005,4. Goods carrying vehicles (Trucks/Tempo etc),266
1053,Manipur,2005,4. Goods carrying vehicles (Trucks/Tempo etc),0
1054,Meghalaya,2005,4. Goods carrying vehicles (Trucks/Tempo etc),2
1055,Mizoram,2005,4. Goods carrying vehicles (Trucks/Tempo etc),0
1056,Nagaland,2005,4. Goods carrying vehicles (Trucks/Tempo etc),0
1057,Odisha,2005,4. Goods carrying vehicles (Trucks/Tempo etc),7
1058,Punjab,2005,4. Goods carrying vehicles (Trucks/Tempo etc),75
1059,Rajasthan,2005,4. Goods carrying vehicles (Trucks/Tempo etc),109
1060,Tamil Nadu,2005,4. Goods carrying vehicles (Trucks/Tempo etc),24
1061,Tripura,2005,4. Goods carrying vehicles (Trucks/Tempo etc),2
1062,Uttar Pradesh,2005,4. Goods carrying vehicles (Trucks/Tempo etc),65
1063,Uttarakhand,2005,4. Goods carrying vehicles (Trucks/Tempo etc),8
1064,West Bengal,2005,4. Goods carrying vehicles (Trucks/Tempo etc),12
1065,Andhra Pradesh,2006,4. Goods carrying vehicles (Trucks/Tempo etc),23
1066,Arunachal Pradesh,2006,4. Goods carrying vehicles (Trucks/Tempo etc),0
1067,Assam,2006,4. Goods carrying vehicles (Trucks/Tempo etc),108
1068,Bihar,2006,4. Goods carrying vehicles (Trucks/Tempo etc),4
1069,Chandigarh,2006,4. Goods carrying vehicles (Trucks/Tempo etc),2
1070,Chhattisgarh,2006,4. Goods carrying vehicles (Trucks/Tempo etc),0
1071,Delhi,2006,4. Goods carrying vehicles (Trucks/Tempo etc),164
1072,Goa,2006,4. Goods carrying vehicles (Trucks/Tempo etc),13
1073,Gujarat,2006,4. Goods carrying vehicles (Trucks/Tempo etc),33
1074,Haryana,2006,4. Goods carrying vehicles (Trucks/Tempo etc),259
1075,Himachal Pradesh,2006,4. Goods carrying vehicles (Trucks/Tempo etc),8
1076,Jammu & Kashmir,2006,4. Goods carrying vehicles (Trucks/Tempo etc),14
1077,Jharkhand,2006,4. Goods carrying vehicles (Trucks/Tempo etc),33
1078,Karnataka,2006,4. Goods carrying vehicles (Trucks/Tempo etc),62
1079,Kerala,2006,4. Goods carrying vehicles (Trucks/Tempo etc),133
1080,Madhya Pradesh,2006,4. Goods carrying vehicles (Trucks/Tempo etc),0
1081,Maharashtra,2006,4. Goods carrying vehicles (Trucks/Tempo etc),267
1082,Manipur,2006,4. Goods carrying vehicles (Trucks/Tempo etc),0
1083,Meghalaya,2006,4. Goods carrying vehicles (Trucks/Tempo etc),0
1084,Mizoram,2006,4. Goods carrying vehicles (Trucks/Tempo etc),1
1085,Nagaland,2006,4. Goods carrying vehicles (Trucks/Tempo etc),1
1086,Odisha,2006,4. Goods carrying vehicles (Trucks/Tempo etc),4
1087,Puducherry,2006,4. Goods carrying vehicles (Trucks/Tempo etc),9
1088,Punjab,2006,4. Goods carrying vehicles (Trucks/Tempo etc),106
1089,Rajasthan,2006,4. Goods carrying vehicles (Trucks/Tempo etc),91
1090,Sikkim,2006,4. Goods carrying vehicles (Trucks/Tempo etc),2
1091,Tamil Nadu,2006,4. Goods carrying vehicles (Trucks/Tempo etc),17
1092,Uttar Pradesh,2006,4. Goods carrying vehicles (Trucks/Tempo etc),50
1093,Uttarakhand,2006,4. Goods carrying vehicles (Trucks/Tempo etc),12
1094,West Bengal,2006,4. Goods carrying vehicles (Trucks/Tempo etc),44
1095,Andhra Pradesh,2007,4. Goods carrying vehicles (Trucks/Tempo etc),44
1096,Arunachal Pradesh,2007,4. Goods carrying vehicles (Trucks/Tempo etc),0
1097,Assam,2007,4. Goods carrying vehicles (Trucks/Tempo etc),136
1098,Bihar,2007,4. Goods carrying vehicles (Trucks/Tempo etc),5
1099,Chandigarh,2007,4. Goods carrying vehicles (Trucks/Tempo etc),17
1100,Chhattisgarh,2007,4. Goods carrying vehicles (Trucks/Tempo etc),0
1101,Dadra & Nagar Haveli,2007,4. Goods carrying vehicles (Trucks/Tempo etc),2
1102,Daman & Diu,2007,4. Goods carrying vehicles (Trucks/Tempo etc),1
1103,Delhi,2007,4. Goods carrying vehicles (Trucks/Tempo etc),153
1104,Goa,2007,4. Goods carrying vehicles (Trucks/Tempo etc),8
1105,Gujarat,2007,4. Goods carrying vehicles (Trucks/Tempo etc),33
1106,Haryana,2007,4. Goods carrying vehicles (Trucks/Tempo etc),421
1107,Himachal Pradesh,2007,4. Goods carrying vehicles (Trucks/Tempo etc),41
1108,Jammu & Kashmir,2007,4. Goods carrying vehicles (Trucks/Tempo etc),19
1109,Jharkhand,2007,4. Goods carrying vehicles (Trucks/Tempo etc),0
1110,Karnataka,2007,4. Goods carrying vehicles (Trucks/Tempo etc),67
1111,Kerala,2007,4. Goods carrying vehicles (Trucks/Tempo etc),100
1112,Madhya Pradesh,2007,4. Goods carrying vehicles (Trucks/Tempo etc),122
1113,Maharashtra,2007,4. Goods carrying vehicles (Trucks/Tempo etc),376
1114,Manipur,2007,4. Goods carrying vehicles (Trucks/Tempo etc),1
1115,Meghalaya,2007,4. Goods carrying vehicles (Trucks/Tempo etc),12
1116,Mizoram,2007,4. Goods carrying vehicles (Trucks/Tempo etc),0
1117,Nagaland,2007,4. Goods carrying vehicles (Trucks/Tempo etc),0
1118,Odisha,2007,4. Goods carrying vehicles (Trucks/Tempo etc),13
1119,Puducherry,2007,4. Goods carrying vehicles (Trucks/Tempo etc),6
1120,Punjab,2007,4. Goods carrying vehicles (Trucks/Tempo etc),157
1121,Rajasthan,2007,4. Goods carrying vehicles (Trucks/Tempo etc),106
